history,counts,length,lengthsq,category
0F,1,25.03,626.50,
0U,1,21.25,451.56,
0U,1,22.71,515.74,
0U,1,26.37,695.38,
0U,1,22.55,508.50,
0U,1,20.9,436.81,
0U,1,24.56,603.19,
0U,1,21.65,468.72,
0U,1,23.81,566.92,
0U,1,25.78,664.61,
0U,1,22.04,485.76,
0U,1,19.52,381.03,
0U,1,21.06,443.52,
0U,1,23.85,568.82,
0U,1,17.75,315.06,
0U,1,20.86,435.14,
0U,1,26.77,716.63,
0U,1,23.62,557.90,
0U,1,27.24,742.02,
0U,1,14.6,213.16,
0U,1,24.01,576.48,
0U,1,25.59,654.85,
0U,1,24.33,591.95,
0U,1,21.88,478.73,
0U,1,21.77,473.93,
0U,1,22.08,487.53,
0U,1,22.67,513.93,
0U,1,23.22,539.17,
0U,1,19.84,393.63,
0U,1,23.58,556.02,
0U,1,23.85,568.82,
0U,1,22.2,492.84,
0U,1,25.23,636.55,
0U,1,23.34,544.76,
0U,1,22.55,508.50,
0U,1,24.33,591.95,
0U,1,21.14,446.90,
0U,1,20.47,419.02,
0U,1,23.46,550.37,
0U,1,14.37,206.50,
0U,1,19.33,373.65,
0U,1,24.8,615.04,
0U,1,18.38,337.82,
0U,1,17.91,320.77,
0U,1,24.05,578.40,
0U,1,21.65,468.72,
0U,1,15.27,233.17,
0U,1,22.48,505.35,
0U,1,16.33,266.67,
0U,1,15,225.00,
0U,1,21.18,448.59,
0U,1,19.29,372.10,
0U,1,18.7,349.69,
0U,1,20.74,430.15,
0U,1,19.21,369.02,
0F,1,25.39,644.65,
0U,1,15.62,243.98,
0U,1,18.03,325.08,
0U,1,22.28,496.40,
0U,1,23.58,556.02,
0U,1,19.09,364.43,
0U,1,25.62,656.38,
0U,1,19.13,365.96,
0U,1,19.25,370.56,
0U,1,17.2,295.84,
0U,1,15.66,245.24,
0U,1,25.51,650.76,
0U,1,22.67,513.93,
0U,1,17.24,297.22,
0U,1,23.62,557.90,
0U,1,24.25,588.06,
0M,1,17.04,290.36,
0F,1,21.33,454.97,
0U,1,23.18,537.31,
0U,1,23.5,552.25,
0U,1,20.55,422.30,
0U,1,20.07,402.80,
0U,1,22.28,496.40,
0M,1,17.67,312.23,
0F,1,25.55,652.80,
0U,1,28.34,803.16,
0U,1,22.36,499.97,
0U,1,16.73,279.89,
0F,1,26.41,697.49,
0U,1,24.01,576.48,
0U,1,19.84,393.63,
0U,1,22.67,513.93,
0U,1,21.96,482.24,
0U,1,22.51,506.70,
0F,1,25.07,628.50,
0U,1,19.92,396.81,
0U,1,20.43,417.38,
0U,1,23.03,530.38,
0U,1,24.84,617.03,
0U,1,19.29,372.10,
0U,1,19.21,369.02,
0U,1,20.9,436.81,
0U,1,21.33,454.97,
0U,1,23.42,548.50,
0U,1,18.7,349.69,
0U,1,24.33,591.95,
0U,1,18.03,325.08,
0U,1,19.96,398.40,
0U,1,19.92,396.81,
0U,1,20.23,409.25,
0U,1,24.92,621.01,
0U,1,26.57,705.96,
0U,1,20,400.00,
0U,1,20,400.00,
0F,1,23.38,546.62,
0U,1,22.24,494.62,
0U,1,24.6,605.16,
0U,1,22.99,528.54,
0U,1,15.19,230.74,
0U,1,15.74,247.75,
0U,1,23.85,568.82,
0F,1,14.88,221.41,
0U,1,25.11,630.51,
0F,1,25.31,640.60,
0U,1,24.88,619.01,
0U,1,14.17,200.79,
0U,1,15.9,252.81,
0U,1,17.99,323.64,
0U,1,22.67,513.93,
0U,1,24.17,584.19,
0U,1,25.82,666.67,
0U,1,21.69,470.46,
0U,1,24.96,623.00,
0U,1,22.44,503.55,
0U,1,21.88,478.73,
0U,1,19.13,365.96,
0U,1,16.69,278.56,
0U,1,15.43,238.08,
0U,1,19.21,369.02,
0U,1,20.19,407.64,
0U,1,16.41,269.29,
0U,1,16.92,286.29,
0U,1,22.08,487.53,
0U,1,15.15,229.52,
0U,1,14.56,211.99,
0U,1,24.8,615.04,
0U,1,20.47,419.02,
0U,1,17.55,308.00,
0U,1,20.27,410.87,
0U,1,20.39,415.75,
0U,1,24.6,605.16,
0U,1,15.59,243.05,
0U,1,15.74,247.75,
0U,1,23.03,530.38,
0U,1,18.5,342.25,
0F,1,25.39,644.65,
0M,1,14.76,217.86,
0U,1,16.33,266.67,
0U,1,25.19,634.54,
0U,1,21.88,478.73,
0U,1,19.13,365.96,
0U,1,18.11,327.97,
0U,1,17.32,299.98,
0U,1,19.68,387.30,
0U,1,25,625.00,
0U,1,18.97,359.86,
0U,1,14.17,200.79,
0U,1,20.27,410.87,
0U,1,23.46,550.37,
0U,1,19.88,395.21,
0U,1,22.83,521.21,
0U,1,20.51,420.66,
0U,1,18.54,343.73,
0U,1,18.26,333.43,
0U,1,20.31,412.50,
0U,1,24.48,599.27,
0U,1,19.52,381.03,
0U,1,20.19,407.64,
0U,1,23.5,552.25,
0U,1,24.09,580.33,
0U,1,24.33,591.95,
0U,1,24.09,580.33,
0U,1,21.92,480.49,
0U,1,21.96,482.24,
0U,1,24.13,582.26,
0F,1,26.02,677.04,
0U,1,19.84,393.63,
0U,1,16.45,270.60,
0U,1,22.2,492.84,
0U,1,18.38,337.82,
0U,1,24.68,609.10,
0U,1,25.86,668.74,
0U,1,22.75,517.56,
0U,1,20.11,404.41,
0U,1,18.14,329.06,
0U,1,21.73,472.19,
0U,1,23.18,537.31,
0U,1,21.81,475.68,
0U,1,19.64,385.73,
0U,1,23.42,548.50,
0U,1,21.18,448.59,
0U,1,26.61,708.09,
0U,1,18.3,334.89,
0U,1,22.63,512.12,
0U,1,22.95,526.70,
0U,1,24.01,576.48,
0U,1,23.81,566.92,
0U,1,20.19,407.64,
0U,1,21.85,477.42,
0U,1,25,625.00,
0U,1,20.86,435.14,
0U,1,23.3,542.89,
0U,1,26.77,716.63,
0U,1,21.06,443.52,
0U,1,19.05,362.90,
0U,1,22.2,492.84,
0U,1,25.31,640.60,
0U,1,21.85,477.42,
0U,1,23.22,539.17,
0U,1,21.45,460.10,
0U,1,21.33,454.97,
0U,1,24.01,576.48,
0U,1,23.93,572.64,
0U,1,19.21,369.02,
0U,1,15.9,252.81,
0U,1,17.91,320.77,
0U,1,20.07,402.80,
0U,1,22.24,494.62,
0U,1,21.37,456.68,
0U,1,20.66,426.84,
0U,1,22.44,503.55,
0U,1,21.65,468.72,
0U,1,25,625.00,
0U,1,22.44,503.55,
0U,1,20.47,419.02,
0U,1,19.17,367.49,
0U,1,21.33,454.97,
0U,1,24.25,588.06,
0U,1,24.96,623.00,
0F,1,26.22,687.49,
0U,1,25.27,638.57,
0U,1,19.05,362.90,
0U,1,20.35,414.12,
0U,1,23.03,530.38,
0U,1,24.25,588.06,
0U,1,19.52,381.03,
0U,1,18.66,348.20,
0U,1,18.11,327.97,
0U,1,19.6,384.16,
0U,1,27.44,752.95,
0U,1,25.39,644.65,
0U,1,27.08,733.33,
0U,1,24.52,601.23,
0U,1,24.84,617.03,
0U,1,25.74,662.55,
0U,1,23.85,568.82,
0U,1,25,625.00,
0U,1,23.62,557.90,
0U,1,20.66,426.84,
0U,1,16.33,266.67,
0U,1,23.22,539.17,
0U,1,21.06,443.52,
0U,1,20.86,435.14,
0U,1,24.6,605.16,
0U,1,21.25,451.56,
0U,1,24.6,605.16,
0U,1,23.42,548.50,
0U,1,24.4,595.36,
0U,1,17.16,294.47,
0U,1,24.05,578.40,
0U,1,24.96,623.00,
0U,1,23.14,535.46,
0F,1,27.48,755.15,
0U,1,27.32,746.38,
0U,1,22.4,501.76,
0U,1,23.03,530.38,
0U,1,22.83,521.21,
0U,1,18.93,358.34,
0U,1,21.53,463.54,
0U,1,25.39,644.65,
0U,1,23.42,548.50,
0U,1,22.79,519.38,
0U,1,23.18,537.31,
0U,1,27.44,752.95,
0U,1,22.75,517.56,
0U,1,23.81,566.92,
0F,1,17.87,319.34,
0U,1,23.81,566.92,
0F,1,16.22,263.09,
0U,1,20,400.00,
0U,1,22.99,528.54,
0U,1,22.55,508.50,
0U,1,21.73,472.19,
0U,1,18.74,351.19,
0U,1,20.62,425.18,
0U,1,24.01,576.48,
0U,1,19.4,376.36,
0U,1,19.33,373.65,
0U,1,18.81,353.82,
0U,1,18.54,343.73,
0U,1,18.11,327.97,
0U,1,26.45,699.60,
0U,1,23.34,544.76,
0U,1,19.92,396.81,
0U,1,22.99,528.54,
0U,1,24.6,605.16,
0U,1,20.47,419.02,
0U,1,23.26,541.03,
0U,1,22.67,513.93,
0U,1,21.57,465.26,
0U,1,21.45,460.10,
0U,1,18.93,358.34,
0U,1,27.08,733.33,
0U,1,20.66,426.84,
0U,1,21.65,468.72,
0U,1,19.29,372.10,
0U,1,22.04,485.76,
0U,1,21.45,460.10,
0U,1,23.46,550.37,
0U,1,22.04,485.76,
0U,1,19.88,395.21,
0U,1,24.17,584.19,
0U,1,25.07,628.50,
0U,1,20.07,402.80,
0U,1,27.55,759.00,
0U,1,18.14,329.06,
0U,1,20.86,435.14,
0U,1,19.68,387.30,
0U,1,20.7,428.49,
0U,1,20.86,435.14,
0U,1,20.27,410.87,
0U,1,19.88,395.21,
0U,1,23.22,539.17,
0U,1,19.48,379.47,
0U,1,21.65,468.72,
0U,1,21.85,477.42,
0U,1,22.44,503.55,
0U,1,19.88,395.21,
0U,1,19.21,369.02,
0U,1,23.81,566.92,
0U,1,20.19,407.64,
0U,1,18.74,351.19,
0U,1,22.04,485.76,
0U,1,20.19,407.64,
0U,1,23.62,557.90,
0U,1,19.68,387.30,
0U,1,18.5,342.25,
0U,1,19.68,387.30,
0U,1,20.86,435.14,
0U,1,23.03,530.38,
0U,1,21.65,468.72,
0U,1,21.45,460.10,
0U,1,20.86,435.14,
0U,1,19.48,379.47,
0U,1,22.04,485.76,
0U,1,24.21,586.12,
0U,1,23.22,539.17,
0U,1,20.51,420.66,
0U,1,20.66,426.84,
0U,1,22.63,512.12,
0U,1,19.01,361.38,
0U,1,24.01,576.48,
0U,1,21.49,461.82,
0U,1,24.6,605.16,
0U,1,25.39,644.65,
0U,1,25.27,638.57,
0U,1,23.81,566.92,
0U,1,18.66,348.20,
0U,1,16.02,256.64,
0U,1,15.43,238.08,
0U,1,17.16,294.47,
0U,1,16.69,278.56,
0U,1,20.07,402.80,
0U,1,17.12,293.09,
0U,1,22.28,496.40,
0U,1,25.78,664.61,
0U,1,26.57,705.96,
0U,1,20.74,430.15,
0U,1,22.67,513.93,
0U,1,17.32,299.98,
0U,1,25.27,638.57,
0U,1,25.78,664.61,
0F,1,15.55,241.80,
0U,1,20.9,436.81,
0U,1,15.74,247.75,
0U,1,25.07,628.50,
0U,1,24.48,599.27,
0U,1,23.46,550.37,
0U,1,16.25,264.06,
0U,1,15.43,238.08,
0U,1,15.27,233.17,
0U,1,15.47,239.32,
0U,1,20.78,431.81,
0U,1,19.44,377.91,
0U,1,17.12,293.09,
0U,1,17.32,299.98,
0U,1,14.96,223.80,
0U,1,22.4,501.76,
0U,1,23.46,550.37,
0U,1,22.63,512.12,
0U,1,18.22,331.97,
0U,1,24.29,590.00,
0U,1,22.12,489.29,
0U,1,23.81,566.92,
0U,1,19.29,372.10,
0U,1,26.92,724.69,
0U,1,19.37,375.20,
0U,1,24.8,615.04,
0U,1,25.11,630.51,
0U,1,24.4,595.36,
0U,1,20.23,409.25,
0U,1,25.74,662.55,
0U,1,24.21,586.12,
0U,1,17.91,320.77,
0U,1,22.59,510.31,
0U,1,22.24,494.62,
0U,1,23.07,532.22,
0U,1,20.47,419.02,
0U,1,17.79,316.48,
0U,1,14.72,216.68,
0F,1,23.74,563.59,
0U,1,17.75,315.06,
0U,1,22.55,508.50,
0U,1,15.78,249.01,
0U,1,25.78,664.61,
0U,1,14.96,223.80,
0U,1,20.7,428.49,
0U,1,18.66,348.20,
0U,1,20.19,407.64,
0U,1,19.8,392.04,
0U,1,25.35,642.62,
0U,1,16.06,257.92,
0U,1,20.27,410.87,
0U,1,20.11,404.41,
0U,1,17.2,295.84,
0U,1,20.78,431.81,
0U,1,20.39,415.75,
0U,1,15.55,241.80,
0M,1,25.47,648.72,
0U,1,16.81,282.58,
0U,1,17.91,320.77,
0U,1,17.24,297.22,
0U,1,20.78,431.81,
0U,1,23.34,544.76,
0U,1,17.16,294.47,
0U,1,21.57,465.26,
0U,1,23.07,532.22,
0U,1,23.26,541.03,
0F,1,20.82,433.47,
0U,1,25,625.00,
0U,1,24.52,601.23,
0U,1,20.62,425.18,
0U,1,26.22,687.49,
0U,1,25.66,658.44,
0U,1,20.03,401.20,
0U,1,21.77,473.93,
0U,1,25.39,644.65,
0U,1,22.08,487.53,
0U,1,14.68,215.50,
0U,1,24.68,609.10,
0F,1,14.64,214.33,
0U,1,22.95,526.70,
0U,1,26.25,689.06,
0U,1,19.56,382.59,
0U,1,24.05,578.40,
0U,1,21.33,454.97,
0U,1,20.39,415.75,
0U,1,20.59,423.95,
0U,1,18.7,349.69,
0U,1,25.35,642.62,
0U,1,23.97,574.56,
0U,1,24.44,597.31,
0U,1,25.11,630.51,
0U,1,24.56,603.19,
0U,1,24.09,580.33,
0U,1,23.46,550.37,
0U,1,19.72,388.88,
0U,1,19.88,395.21,
0U,1,14.76,217.86,
0U,1,22.59,510.31,
0U,1,26.37,695.38,
0U,1,15.51,240.56,
0U,1,14.48,209.67,
0U,1,20.86,435.14,
0U,1,16.06,257.92,
0U,1,15.82,250.27,
0U,1,20.27,410.87,
0U,1,20.74,430.15,
0U,1,15.11,228.31,
0U,1,15.35,235.62,
0U,1,25.19,634.54,
0U,1,15.59,243.05,
0U,1,19.96,398.40,
0U,1,14.8,219.04,
0U,1,16.88,284.93,
0U,1,19.29,372.10,
0U,1,23.66,559.80,
0U,1,22.36,499.97,
0U,1,16.14,260.50,
0U,1,16.41,269.29,
0U,1,22.28,496.40,
0U,1,15.98,255.36,
0U,1,24.37,593.90,
0U,1,16.14,260.50,
0U,1,25.78,664.61,
0U,1,16.18,261.79,
0U,1,19.64,385.73,
0U,1,21.22,450.29,
0U,1,16.06,257.92,
0U,1,16.45,270.60,
0U,1,15.23,231.95,
0U,1,15.82,250.27,
0U,1,26.45,699.60,
0U,1,15.07,227.10,
0U,1,14.29,204.20,
0U,1,15.07,227.10,
0U,1,18.5,342.25,
0U,1,19.4,376.36,
0U,1,24.01,576.48,
0U,1,17.12,293.09,
0U,1,16.33,266.67,
0U,1,25.59,654.85,
0U,1,21.22,450.29,
0U,1,23.74,563.59,
0U,1,22.48,505.35,
0U,1,19.68,387.30,
0U,1,19.76,390.46,
0U,1,22,484.00,
0U,1,20.15,406.02,
0U,1,18.22,331.97,
0F,1,20.82,433.47,
0F,1,18.18,330.51,
0U,1,23.85,568.82,
0F,1,18.18,330.51,
0F,1,17.36,301.37,
0U,1,19.92,396.81,
0U,1,21.37,456.68,
0U,1,25.51,650.76,
0U,1,20.35,414.12,
0U,1,19.76,390.46,
0U,1,21.41,458.39,
0U,1,26.41,697.49,
0U,1,19.56,382.59,
0U,1,21.65,468.72,
0U,1,25.9,670.81,
0U,1,23.74,563.59,
0U,1,25.15,632.52,
0U,1,18.7,349.69,
0U,1,22.51,506.70,
0U,1,19.29,372.10,
0U,1,21.69,470.46,
0U,1,23.42,548.50,
0U,1,25.39,644.65,
0U,1,21.96,482.24,
0U,1,24.68,609.10,
0U,1,25.31,640.60,
0U,1,24.64,607.13,
0U,1,20.47,419.02,
0U,1,22.59,510.31,
0U,1,21.73,472.19,
0U,1,20.15,406.02,
0U,1,24.17,584.19,
0U,1,20.07,402.80,
0U,1,19.37,375.20,
0U,1,21.57,465.26,
0U,1,21.92,480.49,
0U,1,20.47,419.02,
0U,1,22.87,523.04,
0U,1,19.17,367.49,
0U,1,18.74,351.19,
0U,1,23.3,542.89,
0U,1,19.64,385.73,
0U,1,23.3,542.89,
0U,1,25.07,628.50,
0U,1,18.89,356.83,
0U,1,17.4,302.76,
0U,1,25.03,626.50,
0U,1,22.55,508.50,
0U,1,17.16,294.47,
0U,1,18.54,343.73,
0U,1,21.85,477.42,
0U,1,18.97,359.86,
0U,1,20.27,410.87,
0U,1,14.64,214.33,
0U,1,14.56,211.99,
0U,1,15.55,241.80,
0U,1,16.85,283.92,
0U,1,17.55,308.00,
0U,1,23.3,542.89,
0U,1,19.4,376.36,
0U,1,23.74,563.59,
0U,1,19.29,372.10,
0U,1,22.12,489.29,
0U,1,24.05,578.40,
0U,1,24.37,593.90,
0U,1,21.06,443.52,
0U,1,26.73,714.49,
0U,1,20.31,412.50,
0U,1,21.77,473.93,
0U,1,22.32,498.18,
0U,1,21.49,461.82,
0U,1,23.7,561.69,
0U,1,23.26,541.03,
0U,1,16.18,261.79,
0U,1,21.29,453.26,
0U,1,19.21,369.02,
0U,1,24.09,580.33,
0U,1,24.01,576.48,
0U,1,23.66,559.80,
0U,1,21.57,465.26,
0U,1,24.05,578.40,
0U,1,21.33,454.97,
0U,1,20.59,423.95,
0F,1,26.14,683.30,
0U,1,14.96,223.80,
0U,1,15.35,235.62,
0U,1,26.25,689.06,
0U,1,21.61,466.99,
0U,1,27.36,748.57,
0U,1,22.24,494.62,
0U,1,23.42,548.50,
0U,1,24.05,578.40,
0U,1,20.59,423.95,
0U,1,22.12,489.29,
0U,1,23.85,568.82,
0U,1,24.09,580.33,
0U,1,23.03,530.38,
0U,1,21.85,477.42,
0U,1,22.36,499.97,
0U,1,19.88,395.21,
0U,1,18.74,351.19,
0F,1,22.91,524.87,
0U,1,21.1,445.21,
0U,1,24.25,588.06,
0U,1,24.6,605.16,
0U,1,18.62,346.70,
0U,1,21.41,458.39,
0U,1,21.96,482.24,
0U,1,21.81,475.68,
0U,1,22.4,501.76,
0U,1,20.74,430.15,
0U,1,22.04,485.76,
0U,1,18.42,339.30,
0U,1,19.68,387.30,
0U,1,20.62,425.18,
0U,1,22.4,501.76,
0U,1,20.27,410.87,
0U,1,19.68,387.30,
0U,1,19.84,393.63,
0U,1,18.58,345.22,
0U,1,20.07,402.80,
0U,1,21.14,446.90,
0U,1,22.63,512.12,
0U,1,22.44,503.55,
0U,1,25.94,672.88,
0U,1,22.67,513.93,
0U,1,22.79,519.38,
0U,1,21.25,451.56,
0U,1,18.11,327.97,
0U,1,20.74,430.15,
0U,1,19.68,387.30,
0U,1,24.84,617.03,
0U,1,25.39,644.65,
0U,1,24.48,599.27,
0U,1,24.33,591.95,
0U,1,25.03,626.50,
0U,1,19.17,367.49,
0U,1,25.66,658.44,
0F,1,24.76,613.06,
0U,1,25.03,626.50,
0U,1,18.5,342.25,
0U,1,21.69,470.46,
0U,1,19.84,393.63,
0U,1,25,625.00,
0U,1,22.55,508.50,
0U,1,20.59,423.95,
0U,1,20.59,423.95,
0U,1,16.22,263.09,
0U,1,17.91,320.77,
0U,1,15.39,236.85,
0U,1,21.41,458.39,
0U,1,20.31,412.50,
0U,1,18.81,353.82,
0U,1,25.94,672.88,
0U,1,21.45,460.10,
0U,1,26.77,716.63,
0U,1,27.67,765.63,
0U,1,20.15,406.02,
0U,1,27.4,750.76,
0U,1,26.14,683.30,
0U,1,24.92,621.01,
0U,1,26.37,695.38,
0U,1,24.29,590.00,
0U,1,18.7,349.69,
0U,1,23.7,561.69,
0U,1,21.81,475.68,
0U,1,23.42,548.50,
0U,1,23.89,570.73,
0U,1,19.37,375.20,
0U,1,25.66,658.44,
0U,1,19.21,369.02,
0U,1,24.29,590.00,
0U,1,22.75,517.56,
0U,1,23.07,532.22,
0U,1,22.12,489.29,
0U,1,18.07,326.52,
0U,1,15.35,235.62,
0U,1,18.34,336.36,
0U,1,17,289.00,
0U,1,25.47,648.72,
0U,1,14.76,217.86,
0U,1,17.2,295.84,
0U,1,17.79,316.48,
0U,1,19.52,381.03,
0U,1,23.26,541.03,
0U,1,23.7,561.69,
0U,1,19.64,385.73,
0U,1,19.72,388.88,
0U,1,25.43,646.68,
0U,1,22.83,521.21,
0U,1,22.28,496.40,
0U,1,20.27,410.87,
0U,1,21.33,454.97,
0U,1,22.95,526.70,
0U,1,15.39,236.85,
0U,1,22.91,524.87,
0U,1,20.35,414.12,
0U,1,18.26,333.43,
0U,1,22.24,494.62,
0U,1,24.84,617.03,
0U,1,20.74,430.15,
0U,1,24.88,619.01,
0U,1,22.04,485.76,
0U,1,20.07,402.80,
0U,1,24.01,576.48,
0U,1,23.66,559.80,
0U,1,24.44,597.31,
0U,1,23.62,557.90,
0U,1,20.59,423.95,
0U,1,18.3,334.89,
0U,1,21.33,454.97,
0U,1,25.94,672.88,
0U,1,25.39,644.65,
0U,1,19.48,379.47,
0U,1,23.07,532.22,
0U,1,23.81,566.92,
0U,1,21.06,443.52,
0U,1,19.76,390.46,
0F,1,23.38,546.62,
0U,1,23.3,542.89,
0U,1,14.92,222.61,
0U,1,22.2,492.84,
0U,1,19.88,395.21,
0U,1,20.55,422.30,
0U,1,23.74,563.59,
0U,1,20.03,401.20,
0U,1,18.38,337.82,
0U,1,24.21,586.12,
0U,1,27.28,744.20,
0U,1,20.51,420.66,
0U,1,24.84,617.03,
0U,1,24.13,582.26,
0U,1,26.22,687.49,
0U,1,22.48,505.35,
0U,1,26.14,683.30,
0U,1,18.42,339.30,
0U,1,25.03,626.50,
0U,1,20.11,404.41,
0U,1,24.29,590.00,
0U,1,24.4,595.36,
0U,1,17.32,299.98,
0U,1,24.6,605.16,
0U,1,20.47,419.02,
0U,1,17.87,319.34,
0U,1,24.44,597.31,
0U,1,21.57,465.26,
0U,1,24.29,590.00,
0U,1,20.86,435.14,
0U,1,20.7,428.49,
0U,1,24.4,595.36,
0U,1,14.8,219.04,
0U,1,24.48,599.27,
0U,1,20.62,425.18,
0F,1,18.18,330.51,
0U,1,23.3,542.89,
0U,1,22.83,521.21,
0U,1,24.88,619.01,
0U,1,19.56,382.59,
0U,1,23.81,566.92,
0U,1,21.37,456.68,
0U,1,24.56,603.19,
0U,1,18.97,359.86,
0U,1,17.71,313.64,
0U,1,20.55,422.30,
0U,1,23.85,568.82,
0U,1,23.34,544.76,
0U,1,21.25,451.56,
0U,1,23.81,566.92,
0U,1,21.18,448.59,
0U,1,23.3,542.89,
0U,1,22.83,521.21,
0U,1,22.83,521.21,
0U,1,21.92,480.49,
0U,1,21.73,472.19,
0U,1,23.74,563.59,
0U,1,20.86,435.14,
0U,1,22.99,528.54,
0U,1,20.27,410.87,
0U,1,22.08,487.53,
0U,1,25.35,642.62,
0U,1,20.55,422.30,
0U,1,20.82,433.47,
0U,1,19.05,362.90,
0U,1,25.94,672.88,
0U,1,23.22,539.17,
0U,1,19.92,396.81,
0U,1,19.21,369.02,
0U,1,23.18,537.31,
0U,1,20.55,422.30,
0U,1,16.61,275.89,
0U,1,19.96,398.40,
0U,1,22.67,513.93,
0U,1,24.48,599.27,
0U,1,24.88,619.01,
0U,1,19.96,398.40,
0U,1,19.72,388.88,
0U,1,19.8,392.04,
0U,1,22.12,489.29,
0U,1,21.37,456.68,
0U,1,22.12,489.29,
0U,1,18.81,353.82,
0U,1,27.16,737.67,
0F,1,26.1,681.21,
0U,1,23.03,530.38,
0U,1,26.85,720.92,
0U,1,25.07,628.50,
0U,1,25.43,646.68,
0U,1,23.54,554.13,
0U,1,23.77,565.01,
0U,1,27.32,746.38,
0U,1,25.86,668.74,
0U,1,23.77,565.01,
0U,1,27.16,737.67,
0U,1,24.64,607.13,
0U,1,21.69,470.46,
0U,1,24.44,597.31,
0U,1,22.04,485.76,
0U,1,25.43,646.68,
0U,1,20.94,438.48,
0U,1,20.62,425.18,
0U,1,21.25,451.56,
0U,1,24.21,586.12,
0U,1,19.72,388.88,
0U,1,25.11,630.51,
0U,1,24.64,607.13,
0U,1,24.01,576.48,
0U,1,23.58,556.02,
0F,1,29.96,897.60,
0F,1,23.38,546.62,
0U,1,19.84,393.63,
0U,1,20.9,436.81,
0U,1,23.97,574.56,
0U,1,25.98,674.96,
0U,1,19.29,372.10,
0U,1,18.14,329.06,
0F,1,26.1,681.21,
0M,1,16.77,281.23,
0U,1,22.91,524.87,
0U,1,22.83,521.21,
0U,1,21.22,450.29,
0F,1,17.63,310.82,
0U,1,22.91,524.87,
0U,1,22.99,528.54,
0U,1,21.45,460.10,
0U,1,23.18,537.31,
0U,1,25.86,668.74,
0U,1,24.21,586.12,
0U,1,20.55,422.30,
0U,1,19.56,382.59,
0U,1,20.27,410.87,
0U,1,23.46,550.37,
0U,1,24.72,611.08,
0F,1,26.96,726.84,
0U,1,24.68,609.10,
0U,1,19.8,392.04,
0U,1,23.5,552.25,
0U,1,24.05,578.40,
0U,1,27.95,781.20,
0U,1,23.14,535.46,
0U,1,22.2,492.84,
0U,1,25.66,658.44,
0U,1,21.61,466.99,
0U,1,24.25,588.06,
0U,1,22.55,508.50,
0U,1,21.37,456.68,
0U,1,23.14,535.46,
0U,1,23.62,557.90,
0U,1,25.27,638.57,
0U,1,23.7,561.69,
0U,1,24.8,615.04,
0U,1,26.02,677.04,
0U,1,23.11,534.07,
0U,1,24.09,580.33,
0U,1,24.68,609.10,
0U,1,23.38,546.62,
0U,1,25.55,652.80,
0U,1,24.88,619.01,
0U,1,24.88,619.01,
0U,1,18.18,330.51,
0U,1,14.6,213.16,
0U,1,16.96,287.64,
0U,1,21.69,470.46,
0U,1,19.64,385.73,
0U,1,24.84,617.03,
0U,1,21.53,463.54,
0U,1,22.24,494.62,
0U,1,17.04,290.36,
0U,1,15.94,254.08,
0U,1,23.62,557.90,
0U,1,21.33,454.97,
0U,1,26.77,716.63,
0U,1,21.96,482.24,
0U,1,18.81,353.82,
0U,1,22.48,505.35,
0U,1,15.7,246.49,
0U,1,16.22,263.09,
0U,1,26.81,718.78,
0U,1,25.39,644.65,
0U,1,21.57,465.26,
0U,1,26.37,695.38,
0U,1,19.88,395.21,
0U,1,24.29,590.00,
0U,1,16.14,260.50,
0U,1,22.63,512.12,
0U,1,18.54,343.73,
0U,1,16.77,281.23,
0U,1,19.84,393.63,
0U,1,20.35,414.12,
0U,1,22.63,512.12,
0U,1,18.77,352.31,
0U,1,24.05,578.40,
0U,1,17.75,315.06,
0U,1,23.97,574.56,
0U,1,20.86,435.14,
0U,1,20.62,425.18,
0U,1,25.27,638.57,
0U,1,25.66,658.44,
0U,1,21.57,465.26,
0U,1,21.25,451.56,
0U,1,17.08,291.73,
0U,1,21.49,461.82,
0U,1,23.5,552.25,
0U,1,23.26,541.03,
0U,1,17.67,312.23,
0U,1,14.44,208.51,
0U,1,21.96,482.24,
0U,1,25.59,654.85,
0U,1,18.89,356.83,
0U,1,22.32,498.18,
0U,1,21.45,460.10,
0U,1,21.65,468.72,
0U,1,19.01,361.38,
0U,1,15.55,241.80,
0U,1,18.58,345.22,
0U,1,14.64,214.33,
0U,1,23.81,566.92,
0U,1,21.88,478.73,
0U,1,25.66,658.44,
0U,1,22.36,499.97,
0U,1,14.4,207.36,
0U,1,26.92,724.69,
0U,1,25.43,646.68,
0U,1,15.9,252.81,
0U,1,18.3,334.89,
0U,1,19.17,367.49,
0U,1,17.48,305.55,
0U,1,14.37,206.50,
0U,1,15.98,255.36,
0U,1,19.29,372.10,
0U,1,16.57,274.56,
0U,1,21.1,445.21,
0U,1,17.55,308.00,
0U,1,21.1,445.21,
0U,1,28.3,800.89,
0U,1,21.61,466.99,
0U,1,14.21,201.92,
0U,1,18.46,340.77,
0U,1,16.37,267.98,
0U,1,16.92,286.29,
0U,1,16.81,282.58,
0U,1,14.6,213.16,
0U,1,14.05,197.40,
0U,1,21.69,470.46,
0U,1,24.05,578.40,
0U,1,23.26,541.03,
0U,1,14.01,196.28,
0U,1,16.81,282.58,
0U,1,15.86,251.54,
0U,1,23.62,557.90,
0U,1,16.14,260.50,
0U,1,23.81,566.92,
0U,1,22.59,510.31,
0U,1,21.06,443.52,
0U,1,22.48,505.35,
0U,1,16.33,266.67,
